"num_shots","prompt","expected_json_str","generated_json_str","valid_json","schema_match","key_f1","key_precision","key_recall","item_f1","item_precision","item_recall","tree_edit_similarity","tree_edit_distance","generation_time"
"3","Design a petg cone (12mm base radius, pointed tip, and 41mm height). Apply symmetry boundary condition at the bottom center point and apply 4.0MPa pressure on the bottom face.","{""geometry"": {""type"": ""cone"", ""dimensions"": {""bottom_radius"": 12, ""top_radius"": 0, ""height"": 41}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""PETG""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""bottom_center_point""}}], ""loads"": [{""type"": ""pressure"", ""magnitude"": 4000000, ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}]}","{""description"": ""PetG cone with 12mm base radius, 41mm height, and symmetry boundary condition at the bottom center point."", ""geometry"": {""type"": ""cone"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""base_radius"": 12, ""height"": 41}}, ""material"": {""type"": ""PETG""}, ""boundary_conditions"": [{""name"": ""Symmetry"", ""type"": ""symmetry"", ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""center""}}], ""loads"": [{""name"": ""Pressure"", ""type"": ""pressure"", ""magnitude"": 4000000, ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}], ""analysis"": {""type"": ""static""}}","True","False","0.7878787878787878","0.7647058823529411","0.8125","0.7272727272727273","0.7058823529411765","0.75","0.8791208791208791","11.0","14.65097951889038"
"3","Model a sphere made of titanium gr5. Dimensions: 21mm outer radius and 4mm wall thickness. Apply symmetry boundary condition at the right face. apply 300N downward force at the top right corner.","{""geometry"": {""type"": ""sphere"", ""dimensions"": {""outer_radius"": 21, ""inner_radius"": 17}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""TITANIUM_GR5""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""right_face""}}], ""loads"": [{""type"": ""force"", ""magnitude"": 300, ""direction"": [0, 0, -1], ""location"": {""method"": ""descriptor"", ""value"": ""top_right_corner""}}]}","{""description"": ""Modeling a titanium sphere with symmetry boundary conditions and a downward force applied at the top right corner."", ""geometry"": {""type"": ""sphere"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""radius"": 21, ""wall_thickness"": 4}}, ""material"": {""type"": ""TITANIUM_GR5""}, ""boundary_conditions"": [{""name"": ""Symmetry"", ""type"": ""symmetry"", ""location"": {""method"": ""axis_face"", ""axis"": ""x"", ""position"": ""max""}}], ""loads"": [{""name"": ""Downward_Force"", ""type"": ""force"", ""magnitude"": 300, ""direction"": [0, 0, -1], ""location"": {""method"": ""descriptor"", ""value"": ""top_right_corner""}}], ""analysis"": {""type"": ""static""}}","True","False","0.7894736842105263","0.75","0.8333333333333334","0.7368421052631579","0.7","0.7777777777777778","0.8932038834951457","11.0","15.541069269180298"
"3","Model an L-bracket made of brass. The vertical leg is 150mm long and the horizontal leg is 100mm long. Both legs are 50mm wide and 10mm thick. The extrusion depth is also 50mm. Fix the bottom face of the horizontal leg completely. Apply a 200 N-m moment to the top face of the vertical leg, causing it to twist around the Y-axis. Use a fine quadratic tetrahedral mesh.","{""description"": ""Static analysis of a brass L-bracket under a moment load, fixed at its base."", ""geometry"": {""type"": ""l_bracket"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""leg1_length"": 150, ""leg2_length"": 100, ""leg1_width"": 50, ""leg2_width"": 50, ""thickness"": 10, ""depth"": 50}}, ""material"": {""type"": ""BRASS""}, ""boundary_conditions"": [{""name"": ""Fixed Base"", ""type"": ""fixed"", ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}], ""loads"": [{""name"": ""Twisting Moment"", ""type"": ""moment"", ""magnitude"": 200, ""direction"": [0, 1, 0], ""location"": {""method"": ""descriptor"", ""value"": ""top_face""}}], ""mesh"": {""element_type"": ""tet10"", ""element_size"": 5}, ""analysis"": {""type"": ""static""}}","{""description"": ""Modeling an L-bracket made of brass with a fine quadratic tetrahedral mesh."", ""geometry"": {""type"": ""l_bracket"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""leg_length"": 150, ""horizontal_leg_length"": 100, ""leg_width"": 50, ""leg_thickness"": 10, ""extrusion_depth"": 50}}, ""material"": {""type"": ""BRASS""}, ""boundary_conditions"": [{""name"": ""Bottom_Face_Fixed"", ""type"": ""fixed"", ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""min""}}], ""loads"": [{""name"": ""Twisting_Moment"", ""type"": ""moment"", ""magnitude"": 200, ""direction"": [0, 1, 0], ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""max""}}], ""mesh"": {""type"": ""quadratic_tetrahedron""}, ""analysis"": {""type"": ""static""}}","True","False","0.6","0.6","0.6","0.52","0.52","0.52","0.8238461538461539","22.9","18.563462495803833"
"3","Perform a torsional analysis on a 600 mm long PETG U-channel oriented along the y-axis. The channel has a height of 50 mm, width of 30 mm, and both web and flange thickness are 3 mm. The end at y_min is constrained against y and z translation and rotation around the x-axis. Apply a twisting moment of 20 N-m about the y-axis to the end face at y_max.","{""description"": ""Torsional analysis of a PETG U-channel with custom boundary conditions."", ""geometry"": {""type"": ""u_channel"", ""dimensions"": {""height"": 50, ""width"": 30, ""length"": 600, ""web_thickness"": 3, ""flange_thickness"": 3}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""y""}}, ""material"": {""type"": ""PETG""}, ""boundary_conditions"": [{""name"": ""Custom_Support"", ""type"": ""custom"", ""constrained_dofs"": [""uy"", ""uz"", ""rx""], ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""min""}}], ""loads"": [{""name"": ""Torsional_Moment"", ""type"": ""moment"", ""magnitude"": 20000, ""direction"": [0, 1, 0], ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""max""}}], ""mesh"": {""element_size"": 2.5}, ""analysis"": {""type"": ""static""}}","INVALID","False","False","0.0","0.0","0.0","0.0","0.0","0.0","0.0","inf","24.110207080841064"
"3","Analyze an L-bracket made of Nylon PA6. The vertical leg is 100mm long and the horizontal leg is 75mm long. Both legs are 50mm deep and 10mm thick. The bracket is fixed along the bottom face of its horizontal leg. Apply a downward shear force of 250N distributed over the top face of the vertical leg.","{""description"": ""L-bracket made of Nylon PA6 with a fixed horizontal base and a shear force on the vertical leg."", ""geometry"": {""type"": ""l_bracket"", ""dimensions"": {""leg1_length"": 100, ""leg2_length"": 75, ""leg1_width"": 50, ""leg2_width"": 50, ""thickness"": 10, ""depth"": 50}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""NYLON_PA6""}, ""boundary_conditions"": [{""name"": ""FixedBase"", ""type"": ""fixed"", ""location"": {""method"": ""axis_face"", ""axis"": ""z"", ""position"": ""min""}}], ""loads"": [{""name"": ""ShearForce"", ""type"": ""force"", ""magnitude"": 250, ""direction"": [0, -1, 0], ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""max""}}], ""analysis"": {""type"": ""static""}, ""mesh"": {""element_type"": ""tet10"", ""element_size"": 2.5}}","{""description"": ""Analyze an L-bracket made of Nylon PA6 for shear forces."", ""geometry"": {""type"": ""l_bracket"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""vertical_leg_length"": 100, ""horizontal_leg_length"": 75, ""leg_depth"": 50, ""leg_thickness"": 10}}, ""material"": {""type"": ""NYLON_PA6""}, ""boundary_conditions"": [{""name"": ""Fixed_End"", ""type"": ""fixed"", ""location"": {""method"": ""axis_face"", ""axis"": ""y"", ""position"": ""max""}}], ""loads"": [{""name"": ""ShearForce"", ""type"": ""distributed_force"", ""magnitude"": 250, ""direction"": [0, 0, -1], ""location"": {""method"": ""descriptor"", ""value"": ""top_face""}}], ""analysis"": {""type"": ""static""}}","True","False","0.6938775510204082","0.7727272727272727","0.6296296296296297","0.4489795918367347","0.5","0.4074074074074074","0.8061679790026246","24.616666666666667","16.854137420654297"
"3","A 1-meter long cantilevered T-section beam is made of 2024 aluminum alloy. The cross-section has a flange width of 80mm, a web height of 100mm, a flange thickness of 10mm, and a web thickness of 8mm. The beam is fixed at x=0. A downward point force of 5 kN is applied to the top surface of the flange at the free end, centered on the flange's width.","{""description"": ""Cantilever T-section beam made of Aluminum 2024 with a point load at the free end."", ""geometry"": {""type"": ""t_section"", ""dimensions"": {""flange_width"": 80, ""web_height"": 100, ""length"": 1000, ""web_thickness"": 8, ""flange_thickness"": 10}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""x""}}, ""material"": {""type"": ""ALUMINUM_2024""}, ""boundary_conditions"": [{""name"": ""CantileverFix"", ""type"": ""fixed"", ""location"": {""method"": ""axis_face"", ""axis"": ""x"", ""position"": ""min""}}], ""loads"": [{""name"": ""TipLoad"", ""type"": ""force"", ""magnitude"": 5000, ""direction"": [0, 0, -1], ""location"": {""method"": ""near_point"", ""point"": [1000, 0, 55], ""tolerance"": 5}}], ""mesh"": {""element_type"": ""hex20"", ""element_size"": 15}, ""analysis"": {""type"": ""static""}}","{""description"": ""Cantilevered T-section beam under downward point load, fixed at one end."", ""geometry"": {""type"": ""t_section"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""flange_width"": 80, ""web_height"": 100, ""length"": 1000, ""web_thickness"": 8, ""flange_thickness"": 10}}, ""material"": {""type"": ""ALUMINUM_2024""}, ""boundary_conditions"": [{""type"": ""fixed"", ""location"": {""method"": ""axis_face"", ""axis"": ""x"", ""position"": ""min""}}], ""loads"": [{""type"": ""force"", ""magnitude"": 5000, ""direction"": [0, -1, 0], ""location"": {""method"": ""descriptor"", ""value"": ""top_flange_center""}}], ""analysis"": {""type"": ""static""}}","True","False","0.8627450980392157","0.9565217391304348","0.7857142857142857","0.7058823529411765","0.782608695652174","0.6428571428571429","0.8636363636363636","18.0","17.187899112701416"
"3","Generate a cone geometry using abs with 17mm base radius, pointed tip, and 118mm height. Apply fix the top face and apply 1.5mpa pressure on the inner surface.","{""geometry"": {""type"": ""cone"", ""dimensions"": {""bottom_radius"": 17, ""top_radius"": 0, ""height"": 118}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""ABS""}, ""boundary_conditions"": [{""type"": ""fixed"", ""location"": {""method"": ""descriptor"", ""value"": ""top_face""}}], ""loads"": [{""type"": ""pressure"", ""magnitude"": 1500000, ""location"": {""method"": ""descriptor"", ""value"": ""inner_surface""}}]}","{""description"": ""Cone geometry with ABS material, fixed top face, and applied pressure load."", ""geometry"": {""type"": ""cone"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""base_radius"": 17, ""height"": 118}}, ""material"": {""type"": ""ABS""}, ""boundary_conditions"": [{""name"": ""Top_Face_Fix"", ""type"": ""fixed"", ""location"": {""method"": ""descriptor"", ""value"": ""top_face""}}], ""loads"": [{""name"": ""Inner_Surface_Pressure"", ""type"": ""pressure"", ""magnitude"": 1500000, ""location"": {""method"": ""descriptor"", ""value"": ""inner_surface""}}], ""analysis"": {""type"": ""static""}}","True","False","0.875","0.875","0.875","0.875","0.875","0.875","0.9325842696629214","6.0","14.190523386001587"
"3","Model a solid PA6 Nylon cylinder with a 30mm radius and 120mm height. The bottom circular face is restrained from moving in X and Y, but is free to move in Z. A torsional moment of 50 N-m is applied to the top face.","{""description"": ""Nylon cylinder with a custom sliding base constraint, subjected to torsion on the top face."", ""geometry"": {""type"": ""cylinder"", ""dimensions"": {""outer_radius"": 30, ""height"": 120, ""inner_radius"": 0}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""NYLON_PA6""}, ""boundary_conditions"": [{""name"": ""Sliding Base"", ""type"": ""custom"", ""constrained_dofs"": [""ux"", ""uy""], ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}], ""loads"": [{""name"": ""Torsion"", ""type"": ""moment"", ""magnitude"": 50, ""direction"": [0, 0, 1], ""location"": {""method"": ""descriptor"", ""value"": ""top_face""}}], ""analysis"": {""type"": ""static""}}","{""description"": ""Solid PA6 Nylon cylinder with a 30mm radius and 120mm height. Bottom face restrained in X and Y, free to move in Z. Torsional moment of 50 N-m applied to top face."", ""geometry"": {""type"": ""cylinder"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""radius"": 30, ""height"": 120}}, ""material"": {""type"": ""PA6_NYLON""}, ""boundary_conditions"": [{""name"": ""BottomFace"", ""type"": ""fixed"", ""location"": {""method"": ""coordinates"", ""point"": [0, 0, 0]}}], ""loads"": [{""name"": ""TorsionalMoment"", ""type"": ""torque"", ""magnitude"": 50, ""direction"": {""x"": 0, ""y"": 0, ""z"": -1}, ""location"": {""method"": ""coordinates"", ""point"": [0, 0, 120]}}], ""analysis"": {""type"": ""static""}}","True","False","0.5777777777777777","0.5652173913043478","0.5909090909090909","0.35555555555555557","0.34782608695652173","0.36363636363636365","0.7520661157024793","30.0","10.690373659133911"
"3","Design a cfrp cone (16mm base radius, pointed tip, and 108mm height). Apply symmetry boundary condition at the bottom face and apply 500N upward force at the center point.","{""geometry"": {""type"": ""cone"", ""dimensions"": {""bottom_radius"": 16, ""top_radius"": 0, ""height"": 108}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""CFRP""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}], ""loads"": [{""type"": ""force"", ""magnitude"": 500, ""direction"": [0, 0, 1], ""location"": {""method"": ""descriptor"", ""value"": ""center_point""}}]}","{""geometry"": {""type"": ""cone"", ""base_radius"": 16, ""height"": 108, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""CFRP""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""bottom_face""}}], ""loads"": [{""type"": ""force"", ""magnitude"": 500, ""direction"": {""x"": 0, ""y"": 0, ""z"": -1}, ""location"": {""method"": ""descriptor"", ""value"": ""center_point""}}]}","True","False","0.7027027027027027","0.7222222222222222","0.6842105263157895","0.7027027027027027","0.7222222222222222","0.6842105263157895","0.9191919191919192","8.0","6.36910080909729"
"3","Build a sphere from aluminum 7075 with dimensions 12mm outer radius, 2mm wall thickness. Symmetry constraint at the top left corner and 4.0MPa pressure at right face.","{""geometry"": {""type"": ""sphere"", ""dimensions"": {""outer_radius"": 12, ""inner_radius"": 10}, ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}}, ""material"": {""type"": ""ALUMINUM_7075""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""top_left_corner""}}], ""loads"": [{""type"": ""pressure"", ""magnitude"": 4000000, ""location"": {""method"": ""descriptor"", ""value"": ""right_face""}}]}","{""geometry"": {""type"": ""sphere"", ""origin"": {""x"": 0, ""y"": 0, ""z"": 0}, ""orientation"": {""primary_axis"": ""z""}, ""dimensions"": {""radius"": 12, ""wall_thickness"": 2}}, ""material"": {""type"": ""ALUMINUM_7075""}, ""boundary_conditions"": [{""type"": ""symmetry"", ""location"": {""method"": ""descriptor"", ""value"": ""top_left_corner""}}], ""loads"": [{""type"": ""pressure"", ""magnitude"": 4000000, ""location"": {""method"": ""descriptor"", ""value"": ""right_face""}}]}","True","False","0.8666666666666667","0.8666666666666667","0.8666666666666667","0.8666666666666667","0.8666666666666667","0.8666666666666667","0.9642857142857143","3.0","6.23731255531311"
